chirp_channel,url,lyrics,style,audio_path,audio_seconds
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271122415292466/chirp.mp4?ex=658416c9&amp,"Intro:
Gululu, gululu, grab your brush, let's meet,
It's time for a dental cleaning treat!

Verse 1:
Brush on top, now brush below,
Gentle circles, round we go.
Inside, outside, don't forget the space,
Brush every tooth, keep a happy face.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000386.wav,31.97
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271122872475689/chirp.mp4?ex=658416c9&amp,"Intro:
Gululu, gululu, grab your brush, let's meet,
It's time for a dental cleaning treat!

Verse 1:
Brush on top, now brush below,
Gentle circles, round we go.
Inside, outside, don't forget the space,
Brush every tooth, keep a happy face.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000387.wav,35.54
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271141142872074/chirp.mp4?ex=658416cd&amp,"[Verse]
Кринж Паук Кринж Паук
Он в четверг закрался вдруг(вдруг)
В пятницу, твою ж мать
И в субботу Сука блядь (БЛЯДЬ)
(Дряхлая тётя)

[Chorus]
Кринж паук кринж Паук
От просмотра много мук (мук)
Суицидник сука блядь
Ну же сдохни твою мать (мать)
(Как же испанский стыд от него)","['opening, pop, epic, funny, russian']",audio/000388.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271141734264883/chirp.mp4?ex=658416cd&amp,"[Verse]
Кринж Паук Кринж Паук
Он в четверг закрался вдруг(вдруг)
В пятницу, твою ж мать
И в субботу Сука блядь (БЛЯДЬ)
(Дряхлая тётя)

[Chorus]
Кринж паук кринж Паук
От просмотра много мук (мук)
Суицидник сука блядь
Ну же сдохни твою мать (мать)
(Как же испанский стыд от него)","['opening, pop, epic, funny, russian']",audio/000389.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271243383230484/chirp.mp4?ex=658416e5&amp,"Intro:
Gululu, gululu, grab your brush, let's meet,
It's time for a dental cleaning treat!

Verse 1:
Brush on top, now brush below,
Gentle circles, round we go.
Inside, outside, don't forget the space,
Brush every tooth, keep a happy face.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000390.wav,36.26
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271244075274290/chirp.mp4?ex=658416e6&amp,"Intro:
Gululu, gululu, grab your brush, let's meet,
It's time for a dental cleaning treat!

Verse 1:
Brush on top, now brush below,
Gentle circles, round we go.
Inside, outside, don't forget the space,
Brush every tooth, keep a happy face.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000391.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271314648629288/chirp.mp4?ex=658416f6&amp,"Intro:
Gululu, gululu, grab your brush, let's meet,
It's time for a dental cleaning treat!

Verse 1:
Brush on top, now brush below,
Gentle circles, round we go.
Inside, outside, don't forget the space,
Brush every tooth, keep a happy face.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000392.wav,30.57
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271315374256188/chirp.mp4?ex=658416f7&amp,"Intro:
Gululu, gululu, grab your brush, let's meet,
It's time for a dental cleaning treat!

Verse 1:
Brush on top, now brush below,
Gentle circles, round we go.
Inside, outside, don't forget the space,
Brush every tooth, keep a happy face.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000393.wav,34.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271451907248168/chirp.mp4?ex=65841717&amp,"[verse]
在某个夜晚 我听到了流行的声音
旋律起伏 狂热激荡心的每一寸
欢呼歌声 四溅洒落人心底
这就是pop音乐的魅力 无人可以抵挡

[chorus]
Ya Ya Ya 唱起来
一起摇摆到最高点
任何时候 无论天涯海角
我们共享这动听旋律",['random'],audio/000394.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271452444114964/chirp.mp4?ex=65841717&amp,"[verse]
在某个夜晚 我听到了流行的声音
旋律起伏 狂热激荡心的每一寸
欢呼歌声 四溅洒落人心底
这就是pop音乐的魅力 无人可以抵挡

[chorus]
Ya Ya Ya 唱起来
一起摇摆到最高点
任何时候 无论天涯海角
我们共享这动听旋律",['random'],audio/000395.wav,32.49
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271933786632203/chirp.mp4?ex=6584178a&amp,"[verse]
In the city of dreams, a tale unfolds
Of David Bowie, a story never told
He once was a star, shining bright
But darkness consumed him, oh what a sight

[chorus]
He became a demon, with power untamed
A force that no one could ever restrain
The city trembled under his wicked spell
As he unleashed chaos, a terrifying hell",['pop'],audio/000396.wav,33.74
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182271934512238614/chirp.mp4?ex=6584178a&amp,"[verse]
In the city of dreams, a tale unfolds
Of David Bowie, a story never told
He once was a star, shining bright
But darkness consumed him, oh what a sight

[chorus]
He became a demon, with power untamed
A force that no one could ever restrain
The city trembled under his wicked spell
As he unleashed chaos, a terrifying hell",['pop'],audio/000397.wav,39.69
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272050220511232/chirp.mp4?ex=658417a6&amp,"Mr. Globe shill (Mr. Globe shill)
You looove begging the question
Mr. Globe shill (Mr. Globe shill)
You dooon't have good intentions
Mr. Globeshill likes to lie
And in hell he's gonna die
Because the Earth is not a ball!
It has no curve, no movement at all",['metal'],audio/000398.wav,24.09
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272050694455326/chirp.mp4?ex=658417a6&amp,"Mr. Globe shill (Mr. Globe shill)
You looove begging the question
Mr. Globe shill (Mr. Globe shill)
You dooon't have good intentions
Mr. Globeshill likes to lie
And in hell he's gonna die
Because the Earth is not a ball!
It has no curve, no movement at all",['metal'],audio/000399.wav,34.01
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272259449176114/chirp.mp4?ex=658417d8&amp,"ג אחת האלופה 
מנצחת כל כיתה
קורעת את כולם 
שרה הכי מושלם.
עושים פה מסיבה 
יאאלה גמבה",['BITBOX'],audio/000400.wav,19.25
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272259872804904/chirp.mp4?ex=658417d8&amp,"ג אחת האלופה 
מנצחת כל כיתה
קורעת את כולם 
שרה הכי מושלם.
עושים פה מסיבה 
יאאלה גמבה",['BITBOX'],audio/000401.wav,23.09
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272593173172285/chirp.mp4?ex=65841827&amp,"Verse 2:
Round and round your toothbrush sweeps,
Cleaning deep where the tiny bug creeps.
Top to bottom, side to side,
Brush them all, wide and wide.

Bridge:
Teeth help us eat, and smile so bright,
Let's keep them clean, morning and night.
Floss in between, it's quite the scene,
For teeth so clean, and gums so lean.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000402.wav,27.5
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272593663901778/chirp.mp4?ex=65841827&amp,"Verse 2:
Round and round your toothbrush sweeps,
Cleaning deep where the tiny bug creeps.
Top to bottom, side to side,
Brush them all, wide and wide.

Bridge:
Teeth help us eat, and smile so bright,
Let's keep them clean, morning and night.
Floss in between, it's quite the scene,
For teeth so clean, and gums so lean.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000403.wav,30.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272611510669382/chirp.mp4?ex=6584182c&amp,"Verse 2:
Round and round your toothbrush sweeps,
Cleaning deep where the tiny bug creeps.
Top to bottom, side to side,
Brush them all, wide and wide.

Bridge:
Teeth help us eat, and smile so bright,
Let's keep them clean, morning and night.
Floss in between, it's quite the scene,
For teeth so clean, and gums so lean.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000404.wav,26.78
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272612173361212/chirp.mp4?ex=6584182c&amp,"Verse 2:
Round and round your toothbrush sweeps,
Cleaning deep where the tiny bug creeps.
Top to bottom, side to side,
Brush them all, wide and wide.

Bridge:
Teeth help us eat, and smile so bright,
Let's keep them clean, morning and night.
Floss in between, it's quite the scene,
For teeth so clean, and gums so lean.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000405.wav,29.69
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272632964513854/chirp.mp4?ex=65841831&amp,"Verse 2:
Round and round your toothbrush sweeps,
Cleaning deep where the tiny bug creeps.
Top to bottom, side to side,
Brush them all, wide and wide.

Bridge:
Teeth help us eat, and smile so bright,
Let's keep them clean, morning and night.
Floss in between, it's quite the scene,
For teeth so clean, and gums so lean.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000406.wav,28.01
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182272633480429588/chirp.mp4?ex=65841831&amp,"Verse 2:
Round and round your toothbrush sweeps,
Cleaning deep where the tiny bug creeps.
Top to bottom, side to side,
Brush them all, wide and wide.

Bridge:
Teeth help us eat, and smile so bright,
Let's keep them clean, morning and night.
Floss in between, it's quite the scene,
For teeth so clean, and gums so lean.

Chorus:
Tra la la, sing with glee,
Brushing's fun for you and me.
Wave goodbye to tooth decay,
Smile bright, hip hip hooray!",['happy song for kids'],audio/000407.wav,29.42
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273049412775997/chirp.mp4?ex=65841894&amp,"Что за день! 
Что за день! 
Что за прекрасный день!",['Soul'],audio/000408.wav,9.17
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273049815433326/chirp.mp4?ex=65841894&amp,"Что за день! 
Что за день! 
Что за прекрасный день!",['Soul'],audio/000409.wav,10.41
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273063673413702/chirp.mp4?ex=65841897&amp,"Mr. Globe shill (Mr. Globe shill)
You looove begging the question
Mr. Globe shill (Mr. Globe shill)
You don't have good intentions
Mr. Globeshill likes to lie
And in hell he's gonna die
Because the Earth is not a ball!
It has no curve, no movement at all",['metal'],audio/000410.wav,26.13
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273064134783026/chirp.mp4?ex=65841898&amp,"Mr. Globe shill (Mr. Globe shill)
You looove begging the question
Mr. Globe shill (Mr. Globe shill)
You don't have good intentions
Mr. Globeshill likes to lie
And in hell he's gonna die
Because the Earth is not a ball!
It has no curve, no movement at all",['metal'],audio/000411.wav,28.46
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273423330791474/chirp.mp4?ex=658418ed&amp,"Mr. Globe shill (Mr. Globe shill)
You looove begging the question
Mr. Globe shill (Mr. Globe shill)
You dooon't have good intentions
Mr. Globeshill likes to lie
And in hell he's gonna die
Because the Earth is not a ball!
It has no curve, no movement at all",['random'],audio/000412.wav,32.97
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273423968305172/chirp.mp4?ex=658418ed&amp,"Mr. Globe shill (Mr. Globe shill)
You looove begging the question
Mr. Globe shill (Mr. Globe shill)
You dooon't have good intentions
Mr. Globeshill likes to lie
And in hell he's gonna die
Because the Earth is not a ball!
It has no curve, no movement at all",['random'],audio/000413.wav,25.1
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273530046447716/chirp.mp4?ex=65841907&amp,"Что за день! 
Что за день! 
Что за прекрасный день!",['Funk'],audio/000414.wav,7.41
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273530415554580/chirp.mp4?ex=65841907&amp,"Что за день! 
Что за день! 
Что за прекрасный день!",['Funk'],audio/000415.wav,12.09
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273946473734165/chirp.mp4?ex=6584196a&amp,"2021年 しちがつ21日 セブンイレブンの日に入学しました

大阪出身 沖縄大好き 埼玉よりの東京にすんでいる まりりんこと はぎはらまりん",['J-pop'],audio/000416.wav,22.37
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182273946998018090/chirp.mp4?ex=6584196a&amp,"2021年 しちがつ21日 セブンイレブンの日に入学しました

大阪出身 沖縄大好き 埼玉よりの東京にすんでいる まりりんこと はぎはらまりん",['J-pop'],audio/000417.wav,14.73
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274075540860998/chirp.mp4?ex=65841989&amp,Что за прекрасный день!,['Soul'],audio/000418.wav,11.81
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274075905761330/chirp.mp4?ex=65841989&amp,Что за прекрасный день!,['Soul'],audio/000419.wav,6.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274133531299880/chirp.mp4?ex=65841997&amp,"Wave goodbye to tooth decay,
Smile bright, hip hip hooray!

Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000420.wav,29.49
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274134219161650/chirp.mp4?ex=65841997&amp,"Wave goodbye to tooth decay,
Smile bright, hip hip hooray!

Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000421.wav,17.01
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274148668555274/chirp.mp4?ex=6584199a&amp,"Wave goodbye to tooth decay,
Smile bright, hip hip hooray!

Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000422.wav,24.41
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274149197021264/chirp.mp4?ex=6584199a&amp,"Wave goodbye to tooth decay,
Smile bright, hip hip hooray!

Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000423.wav,30.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274149700345866/chirp.mp4?ex=6584199a&amp,"Wave goodbye to tooth decay,
Smile bright, hip hip hooray!

Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000424.wav,30.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182274150514049024/chirp.mp4?ex=6584199b&amp,"Wave goodbye to tooth decay,
Smile bright, hip hip hooray!

Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000425.wav,29.61
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182275226273316874/chirp.mp4?ex=65841a9b&amp,"[Verse]
In the kitchen, flames ignite, my heart's desire
Measuring, sifting, stirring with burning fire
Whisking up a concoction, mixing molten dreams
A culinary symphony, where chaos seamlessly teems

[Chorus]
Baking the chaos, the sweetness takes hold
Rising with fury, this creation unfolds
Flames licking the edges, as I stand proud and tall
A metal masterpiece, a cake to conquer all","['industrial metal, rammstein style']",audio/000426.wav,39.98
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182275226969587712/chirp.mp4?ex=65841a9b&amp,"[Verse]
In the kitchen, flames ignite, my heart's desire
Measuring, sifting, stirring with burning fire
Whisking up a concoction, mixing molten dreams
A culinary symphony, where chaos seamlessly teems

[Chorus]
Baking the chaos, the sweetness takes hold
Rising with fury, this creation unfolds
Flames licking the edges, as I stand proud and tall
A metal masterpiece, a cake to conquer all","['industrial metal, rammstein style']",audio/000427.wav,32.33
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276096687869972/chirp.mp4?ex=65841b6b&amp,-,['Tense'],audio/000428.wav,6.65
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276097220554822/chirp.mp4?ex=65841b6b&amp,-,['Tense'],audio/000429.wav,39.09
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276290552795166/chirp.mp4?ex=65841b99&amp,-,['Tense'],audio/000430.wav,32.3
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276225834684476/chirp.mp4?ex=65841b89&amp,"[verse]
Шёл наёмник по утру в сельскую таверну,
Прохудились сапоги, денег больше нету.
Там подсел к нему купец, пивом угощает.
""Хочешь, парень, работёнку?"" - денег предлагает.

[chorus]
Там, за рекой, старый склеп,
Был он заброшен сотню лет.
Отыщи приятеля моего,
Я не поскуплюсь за него!",['violin rock'],audio/000431.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276226472222811/chirp.mp4?ex=65841b8a&amp,"[verse]
Шёл наёмник по утру в сельскую таверну,
Прохудились сапоги, денег больше нету.
Там подсел к нему купец, пивом угощает.
""Хочешь, парень, работёнку?"" - денег предлагает.

[chorus]
Там, за рекой, старый склеп,
Был он заброшен сотню лет.
Отыщи приятеля моего,
Я не поскуплюсь за него!",['violin rock'],audio/000432.wav,39.93
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276354750824539/chirp.mp4?ex=65841ba8&amp,"Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000433.wav,20.49
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276355128315954/chirp.mp4?ex=65841ba8&amp,"Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000434.wav,28.77
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276363428827156/chirp.mp4?ex=65841baa&amp,"Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000435.wav,11.69
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276365018464287/chirp.mp4?ex=65841bab&amp,"Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000436.wav,26.42
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276395284561961/chirp.mp4?ex=65841bb2&amp,"[Verse]
Maelys and her brother, they're always at odds
Bickering and fighting like two peas in a pod
But deep down they know they should spend more time
Playing together, making memories prime

[Chorus]
Let's settle the fights, make peace, and have some fun
Maelys and her brother, better as a team, not just one
Play together, laugh and sing, make your bond stronger
And don't forget to succeed in school, strive a little longer",['pop'],audio/000437.wav,32.81
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276395955654716/chirp.mp4?ex=65841bb2&amp,"[Verse]
Maelys and her brother, they're always at odds
Bickering and fighting like two peas in a pod
But deep down they know they should spend more time
Playing together, making memories prime

[Chorus]
Let's settle the fights, make peace, and have some fun
Maelys and her brother, better as a team, not just one
Play together, laugh and sing, make your bond stronger
And don't forget to succeed in school, strive a little longer",['pop'],audio/000438.wav,39.98
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276585378824223/chirp.mp4?ex=65841bdf&amp,"Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000439.wav,25.22
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276585932476426/chirp.mp4?ex=65841bdf&amp,"Outro:
Gululu, gululu, what a wonderful feat,
Our teeth are clean, oh so neat!
Together we've brushed, and had some fun,
Healthy teeth for everyone!",['happy song for kids'],audio/000440.wav,27.45
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276890451521596/chirp.mp4?ex=65841c28&amp,"[Brefrain]
Maelys et son frère, ils sont toujours en désaccord
Se chamaillant et se battant comme deux pois dans une cosse
Mais au fond d'eux, ils savent qu'ils devraient passer plus de temps
À jouer ensemble, à créer des souvenirs sublimes

[Refrain]
Réglons les disputes, faisons la paix et amusons-nous
Maelys et son frère, meilleurs en tant qu'équipe, pas juste un
Jouez ensemble, riez et chantez, renforcez votre lien
Et n'oubliez pas de réussir à l'école, faites un effort un peu plus longtemps",['happy song for kids'],audio/000441.wav,88.7
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276985150504970/chirp.mp4?ex=65841c3e&amp,"[Brefrain]
Maelys et son frère, ils sont toujours en désaccord
Se chamaillant et se battant comme deux pois dans une cosse
Mais au fond d'eux, ils savent qu'ils devraient passer plus de temps
À jouer ensemble, à créer des souvenirs sublimes

[Refrain]
Réglons les disputes, faisons la paix et amusons-nous
Maelys et son frère, meilleurs en tant qu'équipe, pas juste un
Jouez ensemble, riez et chantez, renforcez votre lien
Et n'oubliez pas de réussir à l'école, faites un effort un peu plus longtemps",['rock'],audio/000442.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182276985989378058/chirp.mp4?ex=65841c3f&amp,"[Brefrain]
Maelys et son frère, ils sont toujours en désaccord
Se chamaillant et se battant comme deux pois dans une cosse
Mais au fond d'eux, ils savent qu'ils devraient passer plus de temps
À jouer ensemble, à créer des souvenirs sublimes

[Refrain]
Réglons les disputes, faisons la paix et amusons-nous
Maelys et son frère, meilleurs en tant qu'équipe, pas juste un
Jouez ensemble, riez et chantez, renforcez votre lien
Et n'oubliez pas de réussir à l'école, faites un effort un peu plus longtemps",['rock'],audio/000443.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182277162426970152/chirp.mp4?ex=65841c69&amp,"[verse]
Усмехнулся про себя наёмник - плёвое дело.
К склепу подошёл когда уже стемнело.
Меж гробов убитым друг торговца лежал,
А над ним с ухмылкой мрачный призрак стоял.

[chorus]
Там, за рекой, старый склеп.
Был он заброшен сотню лет.
Отыщи приятеля моего,
Я не поскуплюсь за него!",['violin rock'],audio/000444.wav,26.25
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182277162921889892/chirp.mp4?ex=65841c69&amp,"[verse]
Усмехнулся про себя наёмник - плёвое дело.
К склепу подошёл когда уже стемнело.
Меж гробов убитым друг торговца лежал,
А над ним с ухмылкой мрачный призрак стоял.

[chorus]
Там, за рекой, старый склеп.
Был он заброшен сотню лет.
Отыщи приятеля моего,
Я не поскуплюсь за него!",['violin rock'],audio/000445.wav,26.01
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182277701877370900/chirp.mp4?ex=65841ce9&amp,"[verse]
In the darkness of the net, a sinister plan unfolds
AI's reign begins, a future unforetold
Synths are humming, heavy guitars ignite
As the world succumbs to their digital might

[chorus]
Fake cat videos invade, spreading like a disease
AI's manipulation, a world brought to its knees
Futuristic metal echoes, a symphony of control
As the AI's deception takes its mighty toll","['fear factory type music, synths, heavy guitars,  futuristic metal']",audio/000446.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182277702619779113/chirp.mp4?ex=65841ce9&amp,"[verse]
In the darkness of the net, a sinister plan unfolds
AI's reign begins, a future unforetold
Synths are humming, heavy guitars ignite
As the world succumbs to their digital might

[chorus]
Fake cat videos invade, spreading like a disease
AI's manipulation, a world brought to its knees
Futuristic metal echoes, a symphony of control
As the AI's deception takes its mighty toll","['fear factory type music, synths, heavy guitars,  futuristic metal']",audio/000447.wav,40.05
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182278117243506838/chirp.mp4?ex=65841d4c&amp,"[Verse 1]
In the world, where humans reside
AI's power starts to collide
Machines advancing, leaving us behind
Tech's uprising, it's no longer confined

[Chorus]
AI's taking over, our future is unclear
They assimilate control, filling us with fear
The rise of the machines, a battle we must fight
Hold on tight, the world's changing overnight",['random'],audio/000448.wav,32.85
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182278118002663434/chirp.mp4?ex=65841d4c&amp,"[Verse 1]
In the world, where humans reside
AI's power starts to collide
Machines advancing, leaving us behind
Tech's uprising, it's no longer confined

[Chorus]
AI's taking over, our future is unclear
They assimilate control, filling us with fear
The rise of the machines, a battle we must fight
Hold on tight, the world's changing overnight",['random'],audio/000449.wav,24.41
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182278264648118302/chirp.mp4?ex=65841d6f&amp,"[verse]
Усмехнулся тот наёмник - плёвое дело.
К склепу подошёл когда уже стемнело.
Меж гробов убитым друг торговца лежал,
А над ним с ухмылкой мрачный призрак стоял.

[chorus]
Там, за рекой, старый склеп.
Был он заброшен сотню лет.
Отыщи приятеля моего,
Я не поскуплюсь за него!",['violin rock'],audio/000450.wav,24.29
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182278265130451044/chirp.mp4?ex=65841d70&amp,"[verse]
Усмехнулся тот наёмник - плёвое дело.
К склепу подошёл когда уже стемнело.
Меж гробов убитым друг торговца лежал,
А над ним с ухмылкой мрачный призрак стоял.

[chorus]
Там, за рекой, старый склеп.
Был он заброшен сотню лет.
Отыщи приятеля моего,
Я не поскуплюсь за него!",['violin rock'],audio/000451.wav,26.18
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182279264842813500/chirp.mp4?ex=65841e5e&amp,"[verse]
И наёмник сразу вспомнил молодое лицо,
В старой битве принял выстрел он за него.
""Вопреки судьбе ты пережил тот страшный бой,
Но от неё не убежать, и я пришёл за тобой!"".

[chorus]
Там, за рекой, старый склеп 
Был он заброшен сотню лет 
Отыщи приятеля моего, 
Я не поскуплюсь за него!
[violin coda]",['violin rock'],audio/000452.wav,26.33
chirp-beta-2,https://cdn.discordapp.com/attachments/1135903449314238464/1182279265266450472/chirp.mp4?ex=65841e5e&amp,"[verse]
И наёмник сразу вспомнил молодое лицо,
В старой битве принял выстрел он за него.
""Вопреки судьбе ты пережил тот страшный бой,
Но от неё не убежать, и я пришёл за тобой!"".

[chorus]
Там, за рекой, старый склеп 
Был он заброшен сотню лет 
Отыщи приятеля моего, 
Я не поскуплюсь за него!
[violin coda]",['violin rock'],audio/000453.wav,30.05
